"nctid","anticipated_enrollment","actual_enrollment","has_summary_results","has_publication","phase_recoded","has_publ_or_summary","source"
"NCT02516202",300,302,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT00766116",36,50,TRUE,TRUE,"I-II",TRUE,"Contrast"
"NCT00860145",234,61,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01155011",320,307,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02488915",210,228,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01674231",25,20,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01906424",24,7,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT03043885",NA,40,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02384200",80,86,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT02303626",96,110,FALSE,TRUE,"II-III",TRUE,"Contrast"
"NCT00998010",70,24,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01957748",300,117,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02539797",40,37,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT03457545",NA,26,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01470794",15,58,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT02654743",40,21,FALSE,TRUE,"III",TRUE,"Contrast"
"NCT01307683",150,202,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01365819",100,52,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01964820",200,95,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02012491",300,300,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT02879994",25,11,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01051037",35,17,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01365793",1510,1389,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT02902913",NA,9,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02233582",24,20,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT01528020",170,173,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT03194620",NA,12,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01720641",400,370,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01542918",18,14,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT02277327",200,NA,FALSE,TRUE,"II",TRUE,"Contrast"
"NCT02569060",750,568,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02423720",44,53,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01771705",40,40,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02040805",300,323,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02219308",144,67,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01982968",58,58,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02234284",250,192,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02690948",24,16,TRUE,TRUE,"I-II",TRUE,"Contrast"
"NCT01975090",135,129,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02116621",244,215,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01465607",1080,1228,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01949116",200,176,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02371525",180,121,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01627392",320,305,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01429454",128,127,TRUE,TRUE,"I",TRUE,"Contrast"
"NCT02482233",30,30,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT02035202",255,255,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02278939",50,67,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01787331",40,21,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02670343",8,8,TRUE,TRUE,"I-II",TRUE,"Contrast"
"NCT02077998",25,1,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT02072941",402,445,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01990235",500,541,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01867177",800,583,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02178800",176,199,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01869179",450,390,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT03064724",NA,47,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02125773",200,150,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02217436",80,80,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01502306",3760,3816,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT02097641",60,60,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02008773",175,170,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01270230",400,396,FALSE,TRUE,"II",TRUE,"Contrast"
"NCT02230566",12,12,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT03065504",30,30,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02752646",200,200,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02529176",384,1021,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02994602",12,12,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT00598169",18,23,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT02428647",3400,3433,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02342678",50,56,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01808352",225,225,FALSE,TRUE,"IV",TRUE,"Contrast"
"NCT02086110",10,11,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02470936",76,76,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02447159",500,554,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01209325",150,149,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02513121",40,40,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT03513965",NA,50,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02207036",480,501,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02221167",60,60,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01997008",50,22,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02976220",50,25,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01982643",49,49,TRUE,TRUE,"I-II",TRUE,"Contrast"
"NCT02048826",40,31,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02078713",724,786,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02396576",340,359,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01979874",70,26,FALSE,TRUE,"II",TRUE,"Contrast"
"NCT03303027",50,50,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02970162",28,26,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT01882998",1230,1230,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT03327831",NA,31,FALSE,TRUE,"IV",TRUE,"Contrast"
"NCT02181062",244,240,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01468753",64,40,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT03354000",NA,93,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02966054",40,42,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02094664",30,32,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT03048786",204,200,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT03253874",NA,1798,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02715115",64,82,FALSE,TRUE,"II",TRUE,"Contrast"
"NCT02145247",40,39,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01792648",40,24,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02183909",670,380,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02090075",66,66,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT01825681",196,175,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02202031",160,161,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT03191929",NA,410,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01900613",800,800,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02566356",72,59,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT02104466",48,40,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02393456",140,161,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT01463046",22,29,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT01427855",180,113,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01009918",468,468,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02445638",20,20,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01900301",100,60,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT01671501",600,614,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02910037",NA,214,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT03676803",NA,31,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01958320",200,202,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT03681171",NA,9,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT03713840",NA,154,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02953158",60,60,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01963780",75,79,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT00499616",395,464,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT01625819",280,135,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02547077",50,50,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02143024",24,23,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02129153",1000,318,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01694121",504,455,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02467036",66,NA,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02383186",50,50,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01977677",29,30,TRUE,TRUE,"I-II",TRUE,"Contrast"
"NCT02034071",12,13,FALSE,TRUE,"I-II",TRUE,"Contrast"
"NCT01364727",39,33,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02251236",14,14,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01890265",90,160,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT03828604",NA,57,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01960257",100,92,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT02258776",15,75,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02126007",60,53,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02451345",120,58,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT03303014",50,50,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02472379",70,78,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02120781",20,21,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01860807",140,125,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01888835",120,120,FALSE,TRUE,"II",TRUE,"Contrast"
"NCT01238172",464,478,TRUE,TRUE,"III",TRUE,"Contrast"
"NCT01483391",150,NA,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT04155229",NA,104,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01495780",200,17,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02640079",24,24,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02321930",25,37,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT03861624",NA,240,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02279043",360,630,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02094768",30,30,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01213082",45,34,TRUE,TRUE,"I-II",TRUE,"Contrast"
"NCT02672176",300,319,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02603471",50,35,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02446821",250,286,FALSE,TRUE,"II",TRUE,"Contrast"
"NCT01537133",63,84,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02610400",6579,9845,FALSE,TRUE,"III",TRUE,"Contrast"
"NCT01904890",1008,994,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02460731",10,6,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT01720667",100,280,TRUE,TRUE,"I-II",TRUE,"Contrast"
"NCT01883791",1080,NA,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02244801",16,6,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT02512419",60,48,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02238951",60,60,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02687633",32,8,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01235767",1044,291,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01772680",40,40,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT03302988",50,33,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02464111",24,30,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02582515",22,20,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01894958",60,72,FALSE,TRUE,"II",TRUE,"Contrast"
"NCT01771731",35,27,TRUE,TRUE,"I-II",TRUE,"Contrast"
"NCT01750268",32,32,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT03862443",NA,36,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01802216",51,51,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02010697",3090,3125,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT03184337",24,26,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01638559",100,161,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02550561",32,16,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01717859",51,74,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT02241226",120,115,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01983384",232,205,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT03550144",NA,60,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT03982459",NA,76,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02408965",284,284,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT02290938",200,185,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02181114",900,815,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01555541",24,19,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02026544",20,10,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02360449",50,44,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT04522635",NA,65,FALSE,TRUE,"IV",TRUE,"Contrast"
"NCT01423266",90,78,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02491190",100,58,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02373657",2800,4068,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01877330",100,208,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02224976",20,18,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02143011",26,23,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02804490",255,255,FALSE,TRUE,"III",TRUE,"Contrast"
"NCT01922206",440,362,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02585336",200,214,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02535455",20,10,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02106767",16,16,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT01383174",170,151,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT04598100",NA,199,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02084979",200,185,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01923337",42,17,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT03158012",27,15,TRUE,TRUE,"I",TRUE,"Contrast"
"NCT02315690",6000,4000,FALSE,TRUE,"III",TRUE,"Contrast"
"NCT01781975",66,67,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01592682",280,410,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT04710095",NA,60,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02417233",750,756,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT02122068",24,26,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02289859",50,50,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02330744",40,NA,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01882985",40,14,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT00928226",120,56,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01687673",28,29,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01884233",50,62,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02139722",416,431,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01937936",50,NA,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT03526081",NA,17,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02577575",200,120,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT00905060",63,70,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01970007",243,243,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01709773",40,20,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT02394054",60,84,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT02141828",40,18,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT00734682",36,34,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT01466972",30,30,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT01478178",30,55,FALSE,TRUE,"I-II",TRUE,"Contrast"
"NCT02918357",375,385,TRUE,TRUE,"II-III",TRUE,"Contrast"
"NCT02022345",3773,5609,FALSE,TRUE,"Not given",TRUE,"Contrast"
"NCT01823978",18,19,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT01924260",34,26,FALSE,TRUE,"I",TRUE,"Contrast"
"NCT01564381",30,64,FALSE,TRUE,"I-II",TRUE,"Contrast"
"NCT01292252",90,36,TRUE,TRUE,"IV",TRUE,"Contrast"
"NCT02589067",240,67,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02067156",34,26,FALSE,TRUE,"II",TRUE,"Contrast"
"NCT02320812",16,28,TRUE,TRUE,"I-II",TRUE,"Contrast"
"NCT02438878",480,423,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02001064",60,60,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT01505179",40,10,TRUE,TRUE,"Not given",TRUE,"Contrast"
"NCT00777049",118,54,TRUE,FALSE,"II",TRUE,"Contrast"
"NCT01673828",136,13,TRUE,FALSE,"II",TRUE,"Contrast"
"NCT00915031",100,738,TRUE,FALSE,"Not given",TRUE,"Contrast"
"NCT01110174",20,8,TRUE,FALSE,"Not given",TRUE,"Contrast"
"NCT02495883",88,56,TRUE,FALSE,"IV",TRUE,"Contrast"
"NCT03002883",NA,113,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01002417",262,274,FALSE,FALSE,"II-III",FALSE,"Contrast"
"NCT01122329",22,17,FALSE,FALSE,"IV",FALSE,"Contrast"
"NCT01219647",50,35,FALSE,FALSE,"I-II",FALSE,"Contrast"
"NCT01724047",150,250,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01751698",192,NA,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01755962",160,88,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01756651",20,20,FALSE,FALSE,"I",FALSE,"Contrast"
"NCT02021214",24,24,FALSE,FALSE,"I",FALSE,"Contrast"
"NCT01696214",20,20,TRUE,FALSE,"IV",TRUE,"Contrast"
"NCT00795665",20,7,TRUE,FALSE,"II",TRUE,"Contrast"
"NCT01694433",54,66,TRUE,FALSE,"II-III",TRUE,"Contrast"
"NCT01276236",10,13,TRUE,FALSE,"II",TRUE,"Contrast"
"NCT01869543",200,219,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02597777",15,14,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01581996",7,9,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02129790",10,10,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02723318",150,150,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT04626219",NA,150,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01488123",55,32,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02852226",50,30,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02947477",80,100,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02699125",34,41,TRUE,FALSE,"IV",TRUE,"Contrast"
"NCT00991302",210,172,TRUE,FALSE,"Not given",TRUE,"Contrast"
"NCT01871090",100,99,TRUE,FALSE,"Not given",TRUE,"Contrast"
"NCT02227316",40,40,TRUE,FALSE,"IV",TRUE,"Contrast"
"NCT02988193",NA,28,TRUE,FALSE,"Not given",TRUE,"Contrast"
"NCT01699178",325,182,TRUE,FALSE,"III",TRUE,"Contrast"
"NCT01987609",10,7,TRUE,FALSE,"II",TRUE,"Contrast"
"NCT02436889",50,23,TRUE,FALSE,"IV",TRUE,"Contrast"
"NCT01336803",20,21,TRUE,FALSE,"II",TRUE,"Contrast"
"NCT01736085",3710,3706,TRUE,FALSE,"III",TRUE,"Contrast"
"NCT02440789",30,32,TRUE,TRUE,"I-II",TRUE,"Contrast"
"NCT01625013",150,51,TRUE,FALSE,"Not given",TRUE,"Contrast"
"NCT02244957",150,23,TRUE,FALSE,"Not given",TRUE,"Contrast"
"NCT01162239",360,216,TRUE,FALSE,"III",TRUE,"Contrast"
"NCT03125629",200,53,TRUE,FALSE,"II",TRUE,"Contrast"
"NCT01426542",24,24,FALSE,FALSE,"I",FALSE,"Contrast"
"NCT02550574",50,NA,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT03199716",66,27,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT00830466",25,22,FALSE,FALSE,"I",FALSE,"Contrast"
"NCT00329706",710,710,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01404247",50,20,FALSE,FALSE,"I",FALSE,"Contrast"
"NCT01457066",70,118,FALSE,FALSE,"I-II",FALSE,"Contrast"
"NCT01698047",450,168,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01723410",70,70,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01949285",24,10,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01966679",40,40,FALSE,FALSE,"II",FALSE,"Contrast"
"NCT02114918",52,47,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02723227",150,150,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02120989",48,8,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02166762",30,20,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02675101",45,45,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01639079",10000,146,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01893996",60,63,FALSE,FALSE,"IV",FALSE,"Contrast"
"NCT01959126",100,70,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01410838",48,44,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT00931489",131,131,TRUE,TRUE,"II",TRUE,"Contrast"
"NCT02489279",100,107,TRUE,FALSE,"Not given",TRUE,"Contrast"
"NCT02141555",20,4,TRUE,FALSE,"II-III",TRUE,"Contrast"
"NCT01472692",50,47,TRUE,FALSE,"IV",TRUE,"Contrast"
"NCT01297959",1677,503,TRUE,FALSE,"III",TRUE,"Contrast"
"NCT01889368",12,19,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02194049",40,3,FALSE,FALSE,"I",FALSE,"Contrast"
"NCT00748761",108,119,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01002222",100,NA,FALSE,FALSE,"III",FALSE,"Contrast"
"NCT01018407",192,192,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01873248",100,238,FALSE,FALSE,"I-II",FALSE,"Contrast"
"NCT02125942",16,15,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02183844",95,61,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02723357",150,NA,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02770144",150,150,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT03446729",NA,50,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01264627",128,99,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01431885",136,82,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01907945",NA,150,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01988714",120,112,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02007707",216,214,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02181881",60,60,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02410902",300,190,FALSE,FALSE,"III",FALSE,"Contrast"
"NCT01397695",50,20,TRUE,FALSE,"II",TRUE,"Contrast"
"NCT02938650",15,30,FALSE,FALSE,"I",FALSE,"Contrast"
"NCT02514889",300,261,TRUE,FALSE,"Not given",TRUE,"Contrast"
"NCT01775722",30,22,TRUE,FALSE,"Not given",TRUE,"Contrast"
"NCT02107196",500,535,TRUE,FALSE,"III",TRUE,"Contrast"
"NCT01564485",250,193,TRUE,FALSE,"Not given",TRUE,"Contrast"
"NCT01336842",28,23,FALSE,FALSE,"I",FALSE,"Contrast"
"NCT03041103",20,20,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT03066791",30,30,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT00926146",500,451,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01368510",75,75,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02722005",150,150,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01340950",250,250,FALSE,FALSE,"IV",FALSE,"Contrast"
"NCT01919736",30,30,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01965743",71,53,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02059382",NA,40,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02096757",30,8,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02473614",20,11,TRUE,FALSE,"Not given",TRUE,"Contrast"
"NCT01714310",50,34,TRUE,FALSE,"II",TRUE,"Contrast"
"NCT01602575",90,119,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT02986945",30,30,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT00467220",40,24,FALSE,FALSE,"Not given",FALSE,"Contrast"
"NCT01571817",4,1,FALSE,FALSE,"I",FALSE,"Contrast"
"NCT00556946",30,17,TRUE,FALSE,"Not given",TRUE,"Contrast"
"NCT02601105",NA,15,TRUE,FALSE,"Not given",TRUE,"Contrast"
"NCT02921386",20,18,TRUE,FALSE,"II",TRUE,"Contrast"
"NCT02470741",20,12,TRUE,FALSE,"IV",TRUE,"Contrast"
"NCT02020408",120,88,TRUE,FALSE,"IV",TRUE,"Contrast"
"NCT01288807",10,8,TRUE,FALSE,"IV",TRUE,"Contrast"
